istanza0,mem_mean,mem_std,time_mean,time_std,low_mean,low_std,sol_mean,sol_std,gap_mean,gap_std
inst_100_01_25,684.7333333333332,0.18856180831640196,443.40000000000003,1.349073756323209,52248.666666666664,1813.0126554684855,53764.0,1538.3816171548592,2.8000000000000003,1.2083045973594573
inst_100_09_25,801.8333333333334,28.01027589217133,356.2,91.00168496608549,47618.333333333336,2127.3890622597037,47699.333333333336,2044.0744169971458,0.16666666666666666,0.23570226039551584
