"Name","Value"
"low","12934,00000000; 13995,00000000; 14515,00000000"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewCbc\inst2_50_50_100_50_75_25_45_09_\inst_50_09_6\inst_50_50_100_50_75_25_45_09_6 (2).cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewCbc\inst2_50_50_100_50_75_25_45_09_\inst_50_09_6\inst_50_50_100_50_75_25_45_09_6 (3).cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewCbc\inst2_50_50_100_50_75_25_45_09_\inst_50_09_6\inst_50_50_100_50_75_25_45_09_6.cmpl"
"time","26,11; 29,00; 34,98"
"sol","12934,00000000; 13995,00000000; 14515,00000000"
