"Name","Value"
"low","14420,00000000; 18080,00000000; 14734,00000000"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewCbc\inst2_50_50_100_50_75_25_45_01_\inst_50_01_6\inst_50_50_100_50_75_25_45_01_6 (2).cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewCbc\inst2_50_50_100_50_75_25_45_01_\inst_50_01_6\inst_50_50_100_50_75_25_45_01_6 (3).cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewCbc\inst2_50_50_100_50_75_25_45_01_\inst_50_01_6\inst_50_50_100_50_75_25_45_01_6.cmpl"
"time","27,15; 46,54; 27,81"
"sol","14420,00000000; 18080,00000000; 14734,00000000"
