"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2\inst_100_50_100_50_75_25_45_01_2_ColGen_9.cmpl"
"gap","1,7; 0,0; 0,0; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0; 0,2; 0,2"
"low","59186,00000; 63331; 63331; 60451,00000; 62229; 62229; 62229; 62130; 62130; 60590; 60487,00000; 60615"
"mem","989,3; 342,4; 407,8; 794,4; 414,8; 385,5; 680,8; 551,2; 683,4; 594,6; 852,7; 435,3"
"time","389,8; 99,2; 205,7; 343,1; 202,8; 229,9; 326,9; 248,5; 288,7; 200,4; 340,7; 342,2"
"sol","60239; 63331; 63331; 60602; 62229; 62229; 62229; 62130; 62130; 60590; 60615; 60615"
