"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_9.cmpl"
"gap","6,2; 0,0; 0,0; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0; 0,4; 0,0; 0,0"
"low","59693,00000; 61600; 61600; 60818,00000; 61589; 61289; 61275; 61275; 61275; 61053,00000; 61275; 61267"
"mem","904,2; 250,6; 322,5; 657,8; 349,2; 302,2; 352,4; 315,1; 510,1; 647,5; 897,6; 495,2"
"time","395,0; 40,3; 99,5; 329,6; 171,6; 120,1; 150,8; 195,6; 207,3; 325,3; 304,5; 240,7"
"sol","63644; 61600; 61600; 61008; 61589; 61289; 61275; 61275; 61275; 61275; 61275; 61267"
