"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenFerrovie\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_9.cmpl"
"gap","1,6; 2,8; 2,5; 2,8; 2,3; 3,1; 1,0; 2,8; 2,5; 3,1; 1,8; 1,6"
"low","54799,00000; 60137,00000; 59120,00000; 57263,00000; 58664,00000; 58405,00000; 58609,00000; 58372,00000; 58107,00000; 58017,00000; 57990,00000; 57864,00000"
"mem","722,9; 345,5; 372,7; 413,9; 343,0; 345,2; 405,5; 400,2; 386,4; 396,2; 428,6; 450,7"
"time","432,0; 341,3; 342,4; 361,7; 345,6; 348,6; 350,5; 349,7; 345,4; 356,3; 358,4; 361,4"
"sol","55691; 61864; 60605; 58912; 60019; 60295; 59224; 60045; 59611; 59890; 59073; 58797"
