"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_25\inst_100_50_100_50_75_25_45_05_25_ColGen_9.cmpl"
"gap","0,9; 0,8; 0,5; 1,0; 1,1; 0,2; 0,6; 0,6; 0,4; 1,0; 1,5; 1,1"
"low","52252,00000; 54644,00000; 54682,00000; 53870,00000; 54548,00000; 54581,00000; 54494,00000; 54405,00000; 54324,00000; 54157,00000; 54032,00000; 54103,00000"
"mem","704,3; 333,4; 422,1; 439,3; 347,1; 401,9; 393,3; 370,2; 467,6; 428,6; 412,4; 485,9"
"time","415,9; 331,1; 332,3; 349,5; 334,8; 340,2; 338,3; 340,3; 342,0; 343,9; 345,4; 348,1"
"sol","52700; 55100; 54963; 54405; 55180; 54694; 54845; 54710; 54522; 54693; 54855; 54728"
