"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_09_\inst_100_09_25\inst_100_50_100_50_75_25_45_09_25_ColGen_9.cmpl"
"gap","0,5; 1,2; 1,9; 1,6; 1,0; 2,2; 1,8; 1,5; 0,8; 1,0; 1,6; 0,8"
"low","45392,00000; 47553,00000; 47319,00000; 46588,00000; 47182,00000; 47096,00000; 47024,00000; 46936,00000; 46969,00000; 46928,00000; 46853,00000; 46840,00000"
"mem","795,4; 322,7; 336,0; 503,4; 332,9; 356,1; 395,0; 403,3; 376,8; 428,2; 445,0; 499,2"
"time","450,4; 345,6; 348,2; 367,4; 342,7; 352,7; 349,3; 347,6; 348,5; 347,3; 352,6; 355,3"
"sol","45635; 48139; 48225; 47357; 47678; 48180; 47873; 47659; 47358; 47414; 47623; 47206"
