"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_7_3\inst_100_50_100_50_75_25_45_01_7_3_ColGen_9.cmpl"
"gap","1,3; 2,3; 2,9; 2,1; 2,4; 3,9; 3,4; 3,9; 2,2; 2,9; 4,1; 2,7"
"low","54804,00000; 60197,00000; 59891,00000; 58719,00000; 60067,00000; 59686,00000; 59627,00000; 59551,00000; 59179,00000; 58615,00000; 58462,00000; 58514,00000"
"mem","722,9; 367,1; 370,5; 426,4; 352,9; 381,2; 386,5; 402,8; 401,0; 382,0; 413,7; 415,7"
"time","407,5; 328,3; 329,1; 344,8; 331,6; 332,3; 334,4; 335,4; 336,9; 339,3; 340,8; 343,0"
"sol","55534; 61599; 61695; 59992; 61513; 62093; 61743; 61974; 60498; 60335; 60973; 60122"
