"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_01_\inst_100_01_25_2\inst_100_50_100_50_75_25_45_01_25_2_ColGen_9.cmpl"
"gap","2,1; 0,8; 1,7; 1,5; 0,9; 1,3; 1,1; 1,4; 1,1; 1,8; 1,4; 1,8"
"low","51077,00000; 55266,00000; 55227,00000; 54176,00000; 55049,00000; 55193,00000; 55206,00000; 55194,00000; 54881,00000; 54925,00000; 54725,00000; 54249,00000"
"mem","700,4; 262,8; 297,8; 400,0; 284,0; 303,1; 300,0; 321,1; 318,2; 323,5; 339,3; 388,9"
"time","413,7; 321,7; 322,4; 335,1; 324,1; 325,4; 327,1; 327,8; 329,6; 330,9; 332,5; 334,2"
"sol","52167; 55738; 56175; 55024; 55533; 55937; 55799; 55988; 55466; 55958; 55479; 55234"
