"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_12\inst_100_50_100_50_75_25_45_05_12_ColGen_9.cmpl"
"gap","0,9; 0,8; 0,5; 1,0; 1,1; 0,2; 0,6; 0,6; 0,4; 1,0; 1,5; 1,1"
"low","52252,00000; 54642,00000; 54682,00000; 53870,00000; 54548,00000; 54583,00000; 54492,00000; 54404,00000; 54324,00000; 54157,00000; 54032,00000; 54103,00000"
"mem","704,3; 332,6; 422,1; 439,3; 347,1; 401,9; 393,3; 363,8; 467,6; 428,6; 412,4; 485,9"
"time","417,7; 330,9; 333,4; 349,4; 334,9; 336,0; 337,8; 339,6; 342,3; 343,2; 345,0; 348,2"
"sol","52700; 55100; 54963; 54405; 55180; 54694; 54845; 54710; 54522; 54693; 54855; 54728"
