"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenBoth\inst3_100_50_100_50_75_25_45_01_\inst_100_01_2_2\inst_100_50_100_50_75_25_45_01_2_2_ColGen_9.cmpl"
"gap","6,3; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0; 0,0; 0,0; 2,2; 0,0; 0,0"
"low","59665,00000; 61600; 61600; 60700,00000; 61589; 61289; 61289; 61275; 61275; 60993,00000; 61275; 61275"
"mem","857,9; 250,6; 322,5; 479,9; 349,2; 302,2; 294,8; 315,1; 510,1; 568,9; 897,6; 333,4"
"time","425,1; 50,2; 124,1; 339,9; 213,9; 124,6; 217,1; 224,6; 236,7; 328,8; 329,3; 329,5"
"sol","63644; 61600; 61600; 61329; 61589; 61289; 61289; 61275; 61275; 62386; 61275; 61275"
