"Name","Value"
"instance","D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_1.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_10.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_2.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_3.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_4.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_5.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_6.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_7.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_8.cmpl; D:\Lavoro\GitHub\MDMM\dati\datibuoni\dati1NewColGenGapSi\inst3_100_50_100_50_75_25_45_05_\inst_100_05_7_3\inst_100_50_100_50_75_25_45_05_7_3_ColGen_9.cmpl"
"gap","0,8; 2,4; 2,0; 1,3; 1,2; 2,1; 1,5; 1,1; 1,4; 1,2; 0,9; 1,0"
"low","50173,00000; 51776,00000; 51505,00000; 50604,00000; 51542,00000; 51422,00000; 51119,00000; 51045,00000; 50895,00000; 50953,00000; 50879,00000; 50819,00000"
"mem","741,2; 370,5; 331,2; 459,8; 340,6; 407,5; 371,4; 406,5; 384,3; 425,4; 499,2; 525,7"
"time","461,9; 347,3; 350,2; 371,6; 350,5; 348,2; 351,3; 342,7; 345,1; 358,5; 359,1; 365,6"
"sol","50587; 53026; 52531; 51265; 52163; 52507; 51914; 51630; 51628; 51550; 51319; 51350"
